hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"2 529,0","4 707,0","654,0","179,0","0,0","0,0","21,0","-981,0","-289,0","6 820,0"
1:00,"2 535,0","4 618,0","650,0","178,0","0,0","0,0","14,0","-942,0","-313,0","6 740,0"
2:00,"2 536,0","4 558,0","648,0","177,0","0,0","0,0","8,0","-635,0","-736,0","6 556,0"
3:00,"2 537,0","4 581,0","649,0","177,0","0,0","0,0","6,0","-708,0","-790,0","6 452,0"
4:00,"2 535,0","4 550,0","643,0","176,0","0,0","0,0","7,0","-729,0","-788,0","6 394,0"
5:00,"2 540,0","4 650,0","640,0","176,0","0,0","21,0","5,0","-801,0","-621,0","6 610,0"
6:00,"2 542,0","4 673,0","756,0","342,0","0,0","116,0","4,0","-602,0","-158,0","7 673,0"
7:00,"2 544,0","4 825,0","979,0","559,0","343,0","310,0","5,0","-1 286,0","0,0","8 279,0"
8:00,"2 549,0","4 916,0","1 025,0","580,0","391,0","581,0","6,0","-1 483,0","0,0","8 565,0"
9:00,"2 539,0","4 927,0","1 015,0","575,0","399,0","854,0","6,0","-1 521,0","0,0","8 794,0"
10:00,"2 529,0","4 900,0","990,0","577,0","435,0","1 015,0","12,0","-1 633,0","0,0","8 825,0"
11:00,"2 527,0","4 922,0","987,0","568,0","479,0","1 050,0","17,0","-1 572,0","0,0","8 978,0"
12:00,"2 521,0","5 016,0","1 012,0","577,0","319,0","997,0","21,0","-1 402,0","0,0","9 061,0"
13:00,"2 521,0","5 016,0","1 020,0","564,0","184,0","869,0","23,0","-1 295,0","0,0","8 902,0"
14:00,"2 521,0","4 917,0","979,0","560,0","207,0","823,0","30,0","-1 253,0","0,0","8 784,0"
15:00,"2 521,0","4 868,0","975,0","561,0","202,0","743,0","47,0","-1 066,0","0,0","8 851,0"
16:00,"2 523,0","4 828,0","967,0","567,0","86,0","654,0","47,0","-995,0","0,0","8 677,0"
17:00,"2 528,0","4 819,0","963,0","557,0","29,0","502,0","29,0","-937,0","0,0","8 490,0"
18:00,"2 528,0","4 827,0","982,0","555,0","1,0","272,0","20,0","-1 064,0","0,0","8 121,0"
19:00,"2 526,0","4 808,0","980,0","561,0","0,0","112,0","15,0","-977,0","0,0","8 025,0"
20:00,"2 531,0","4 817,0","982,0","573,0","59,0","31,0","9,0","-1 113,0","0,0","7 889,0"
21:00,"2 534,0","4 818,0","975,0","570,0","134,0","2,0","10,0","-1 263,0","0,0","7 780,0"
22:00,"2 537,0","4 931,0","703,0","436,0","234,0","0,0","10,0","-1 236,0","0,0","7 615,0"
23:00,"2 543,0","4 937,0","662,0","276,0","110,0","0,0","9,0","-1 367,0","0,0","7 170,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"1 444,0","4 737,0","631,0","129,0","0,0","0,0","58,0","-252,0","-331,0","6 416,0"
1:00,"1 448,0","4 710,0","623,0","129,0","0,0","0,0","50,0","235,0","-770,0","6 425,0"
2:00,"1 450,0","4 677,0","632,0","129,0","0,0","0,0","53,0","213,0","-872,0","6 282,0"
3:00,"1 452,0","4 672,0","637,0","129,0","0,0","0,0","57,0","82,0","-865,0","6 164,0"
4:00,"1 452,0","4 795,0","639,0","128,0","0,0","0,0","39,0","-1,0","-807,0","6 245,0"
5:00,"1 454,0","4 851,0","738,0","133,0","27,0","4,0","36,0","-533,0","-75,0","6 635,0"
6:00,"1 455,0","5 111,0","1 046,0","146,0","213,0","22,0","39,0","-499,0","0,0","7 533,0"
7:00,"1 456,0","5 332,0","1 327,0","324,0","682,0","142,0","31,0","-1 104,0","0,0","8 190,0"
8:00,"1 456,0","5 519,0","1 475,0","355,0","637,0","282,0","27,0","-1 185,0","0,0","8 566,0"
9:00,"1 452,0","5 299,0","1 485,0","309,0","494,0","432,0","23,0","-702,0","0,0","8 792,0"
10:00,"1 444,0","5 249,0","1 446,0","146,0","395,0","482,0","34,0","-448,0","0,0","8 748,0"
11:00,"1 442,0","5 231,0","1 538,0","218,0","380,0","466,0","44,0","-355,0","0,0","8 964,0"
12:00,"1 446,0","4 925,0","1 724,0","171,0","439,0","517,0","35,0","-234,0","0,0","9 023,0"
13:00,"1 445,0","4 752,0","1 659,0","253,0","350,0","656,0","32,0","-271,0","0,0","8 876,0"
14:00,"1 440,0","4 702,0","1 427,0","209,0","283,0","698,0","42,0","-194,0","0,0","8 607,0"
15:00,"1 438,0","4 643,0","1 412,0","210,0","271,0","618,0","41,0","-10,0","0,0","8 623,0"
16:00,"1 438,0","4 651,0","1 407,0","209,0","343,0","446,0","53,0","-11,0","0,0","8 536,0"
17:00,"1 441,0","4 832,0","1 431,0","139,0","8,0","326,0","47,0","128,0","0,0","8 352,0"
18:00,"1 442,0","4 782,0","1 425,0","283,0","0,0","153,0","71,0","-67,0","0,0","8 089,0"
19:00,"1 443,0","4 769,0","1 450,0","374,0","0,0","20,0","71,0","22,0","0,0","8 149,0"
20:00,"1 444,0","4 804,0","1 418,0","377,0","88,0","3,0","54,0","80,0","0,0","8 268,0"
21:00,"1 443,0","4 658,0","1 368,0","266,0","0,0","0,0","51,0","116,0","-100,0","7 802,0"
22:00,"1 446,0","4 641,0","1 318,0","142,0","0,0","0,0","56,0","-238,0","0,0","7 365,0"
23:00,"1 448,0","4 639,0","1 300,0","136,0","0,0","0,0","45,0","-607,0","-1,0","6 960,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"1 407,0","5 065,0","1 373,0","122,0","0,0","0,0","37,0","-691,0","-488,0","6 825,0"
1:00,"1 410,0","5 146,0","1 429,0","121,0","0,0","0,0","30,0","-373,0","-959,0","6 804,0"
2:00,"1 411,0","5 199,0","1 433,0","121,0","0,0","0,0","24,0","-385,0","-1 099,0","6 704,0"
3:00,"1 411,0","5 185,0","1 442,0","121,0","0,0","0,0","23,0","-477,0","-1 090,0","6 615,0"
4:00,"1 413,0","5 147,0","1 446,0","121,0","0,0","0,0","20,0","-646,0","-860,0","6 641,0"
5:00,"1 414,0","5 210,0","1 456,0","121,0","0,0","0,0","17,0","-775,0","-376,0","7 067,0"
6:00,"1 413,0","5 389,0","1 475,0","198,0","163,0","4,0","20,0","-569,0","-5,0","8 088,0"
7:00,"1 413,0","5 395,0","1 504,0","277,0","362,0","123,0","27,0","-574,0","0,0","8 527,0"
8:00,"1 414,0","5 383,0","1 497,0","312,0","434,0","464,0","22,0","-778,0","0,0","8 748,0"
9:00,"1 405,0","5 272,0","1 491,0","206,0","452,0","847,0","16,0","-811,0","0,0","8 878,0"
10:00,"1 395,0","5 519,0","1 426,0","207,0","29,0","1 148,0","17,0","-848,0","0,0","8 893,0"
11:00,"1 399,0","5 367,0","1 422,0","190,0","136,0","1 328,0","28,0","-850,0","0,0","9 020,0"
12:00,"1 400,0","5 376,0","1 402,0","199,0","167,0","1 379,0","41,0","-788,0","0,0","9 176,0"
13:00,"1 387,0","5 403,0","1 373,0","132,0","261,0","1 305,0","40,0","-826,0","0,0","9 075,0"
14:00,"1 380,0","5 464,0","1 385,0","135,0","213,0","1 184,0","36,0","-865,0","0,0","8 932,0"
15:00,"1 380,0","5 529,0","1 362,0","128,0","282,0","972,0","37,0","-706,0","0,0","8 984,0"
16:00,"1 376,0","5 521,0","1 377,0","138,0","374,0","688,0","36,0","-647,0","0,0","8 863,0"
17:00,"1 375,0","5 558,0","1 391,0","274,0","173,0","338,0","37,0","-530,0","0,0","8 616,0"
18:00,"1 380,0","5 571,0","1 419,0","429,0","223,0","72,0","46,0","-778,0","0,0","8 362,0"
19:00,"1 384,0","5 600,0","1 447,0","441,0","404,0","3,0","68,0","-696,0","0,0","8 651,0"
20:00,"1 384,0","5 534,0","1 436,0","455,0","416,0","0,0","91,0","-702,0","0,0","8 614,0"
21:00,"1 394,0","5 508,0","1 379,0","334,0","126,0","0,0","107,0","-800,0","0,0","8 048,0"
22:00,"1 406,0","5 414,0","1 340,0","137,0","2,0","0,0","119,0","-872,0","0,0","7 546,0"
23:00,"1 406,0","5 398,0","1 259,0","122,0","0,0","0,0","108,0","-1 175,0","0,0","7 118,0"
hodina,JE,PE,PSE +,VE,PVE,FVE,VTE,Saldo,Čerpání,Zatížení brutto
"",,,PPE,,,,,zahraničí,PVE,bez čerpání PVE
0:00,"2 514,0","4 187,0","513,0","354,0","151,0","0,0","55,0","-2 169,0","-5,0","5 600,0"
1:00,"2 511,0","4 204,0","515,0","195,0","40,0","0,0","50,0","-2 080,0","-5,0","5 430,0"
